I 06.25/06:34:14 main.py:23  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/WAIRD/adapter//seed3407_0.0_1.0
I 06.25/06:34:14 main.py:24  ] => PyTorch Version: 2.5.1
I 06.25/06:34:14 init.py:13  ] Random seed set to 3407
I 06.25/06:34:14 init.py:92  ] Running on GPU 1
I 06.25/06:34:22 init.py:126 ] pretrained decoder loaded and frozen from exps/WAIRD/seed42/transnet_transnet/checkpoints/best_nmse.pth
I 06.25/06:34:22 init.py:134 ] pretrained encoder loaded and frozen from exps/WAIRD/seed3407/transnet_transnet/checkpoints/best_nmse.pth
I 06.25/06:34:23 init.py:148 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/WAIRD/seed42/transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/WAIRD/seed3407/transnet_transnet/checkpoints/best_nmse.pth; adapter: mlp; adapter_hidden_dim: 2048]
I 06.25/06:34:23 init.py:153 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 64, 64); input dim=8192
I 06.25/06:34:23 init.py:158 ] => Model Flops: 1.7653e+02M
I 06.25/06:34:23 init.py:159 ] => Model Params Num: 4.3020e+01M

I 06.25/06:34:23 init.py:160 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=8192, out_features=2048, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=2048, out_features=8192, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): MLPAdapter(
    (norm): LayerNorm((2048,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=2048, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=2048, bias=True)
    )
  )
)
**********

I 06.25/06:34:23 init.py:33  ] 
decoder.decoder.layers.1.linear1.bias                             False         (2048,)
decoder.decoder.layers.1.linear2.weight                           False      (64, 2048)
decoder.decoder.layers.1.linear2.bias                             False           (64,)
decoder.decoder.layers.1.norm1.weight                             False           (64,)
decoder.decoder.layers.1.norm1.bias                               False           (64,)
decoder.decoder.layers.1.norm2.weight                             False           (64,)
decoder.decoder.layers.1.norm2.bias                               False           (64,)
decoder.decoder.layers.1.norm3.weight                             False           (64,)
decoder.decoder.layers.1.norm3.bias                               False           (64,)
decoder.decoder.norm.weight                                       False           (64,)
decoder.decoder.norm.bias                                         False           (64,)
code_adapter.norm.weight                                          True          (2048,)
code_adapter.norm.bias                                            True          (2048,)
code_adapter.mlp.0.weight                                         True     (2048, 2048)
code_adapter.mlp.0.bias                                           True          (2048,)
code_adapter.mlp.2.weight                                         True     (2048, 2048)
code_adapter.mlp.2.bias                                           True          (2048,)
**********
I 06.25/06:34:23 main.py:53  ] => Before-train evaluation (frozen encoder + decoder + untrained adapter):
I 06.25/06:34:23 solver.py:396 ] [20/40] loss: 8.6627e-01 | NMSE: 2.3868e+00 | time: 0.034
I 06.25/06:34:24 solver.py:396 ] [40/40] loss: 8.6721e-01 | NMSE: 2.3905e+00 | time: 0.029
I 06.25/06:34:24 solver.py:410 ] => Test NMSE: 2.3905e+00 | adapter/W1_norm=6.1292e+01 | adapter/W1_mean=-1.1695e-05 | adapter/W1_std=2.9928e-02 | adapter/W2_norm=0.0000e+00 | adapter/W2_mean=0.0000e+00 | adapter/W2_std=0.0000e+00 | adapter/delta_ratio=0.0000e+00

I 06.25/06:34:24 solver.py:361 ] 
=> Test result: 
loss: 8.6721e-01    NMSE: 2.3905e+00

I 06.25/06:34:25 solver.py:207 ] => Loading teacher codewords from exps/WAIRD/seed42/transnet_transnet/codewords/train_code.pt
I 06.25/06:34:26 solver.py:213 ] => Loaded teacher codewords: torch.Size([90000, 2048])
I 06.25/06:34:27 solver.py:175 ] Epoch: [1/400][20/352] lr: 2.84e-07 | recon: 8.6559e-01 code: 1.1690e+00 total: 1.1690e+00 | time: 0.062
I 06.25/06:34:28 solver.py:175 ] Epoch: [1/400][40/352] lr: 5.68e-07 | recon: 8.6371e-01 code: 1.1643e+00 total: 1.1643e+00 | time: 0.050
I 06.25/06:34:29 solver.py:175 ] Epoch: [1/400][60/352] lr: 8.52e-07 | recon: 8.6182e-01 code: 1.1678e+00 total: 1.1678e+00 | time: 0.047
I 06.25/06:34:30 solver.py:175 ] Epoch: [1/400][80/352] lr: 1.14e-06 | recon: 8.5915e-01 code: 1.1685e+00 total: 1.1685e+00 | time: 0.046
I 06.25/06:34:31 solver.py:175 ] Epoch: [1/400][100/352] lr: 1.42e-06 | recon: 8.5547e-01 code: 1.1661e+00 total: 1.1661e+00 | time: 0.047
I 06.25/06:34:32 solver.py:175 ] Epoch: [1/400][120/352] lr: 1.70e-06 | recon: 8.5124e-01 code: 1.1652e+00 total: 1.1652e+00 | time: 0.046
I 06.25/06:34:33 solver.py:175 ] Epoch: [1/400][140/352] lr: 1.99e-06 | recon: 8.4657e-01 code: 1.1622e+00 total: 1.1622e+00 | time: 0.046
I 06.25/06:34:33 solver.py:175 ] Epoch: [1/400][160/352] lr: 2.27e-06 | recon: 8.4192e-01 code: 1.1612e+00 total: 1.1612e+00 | time: 0.045
I 06.25/06:34:35 solver.py:175 ] Epoch: [1/400][180/352] lr: 2.56e-06 | recon: 8.3691e-01 code: 1.1591e+00 total: 1.1591e+00 | time: 0.047
I 06.25/06:34:36 solver.py:175 ] Epoch: [1/400][200/352] lr: 2.84e-06 | recon: 8.3201e-01 code: 1.1576e+00 total: 1.1576e+00 | time: 0.047
I 06.25/06:34:36 solver.py:175 ] Epoch: [1/400][220/352] lr: 3.13e-06 | recon: 8.2701e-01 code: 1.1556e+00 total: 1.1556e+00 | time: 0.046
I 06.25/06:34:37 solver.py:175 ] Epoch: [1/400][240/352] lr: 3.41e-06 | recon: 8.2208e-01 code: 1.1543e+00 total: 1.1543e+00 | time: 0.045
I 06.25/06:34:38 solver.py:175 ] Epoch: [1/400][260/352] lr: 3.69e-06 | recon: 8.1725e-01 code: 1.1526e+00 total: 1.1526e+00 | time: 0.044
I 06.25/06:34:38 solver.py:175 ] Epoch: [1/400][280/352] lr: 3.98e-06 | recon: 8.1257e-01 code: 1.1504e+00 total: 1.1504e+00 | time: 0.044
I 06.25/06:34:39 solver.py:175 ] Epoch: [1/400][300/352] lr: 4.26e-06 | recon: 8.0797e-01 code: 1.1480e+00 total: 1.1480e+00 | time: 0.044
I 06.25/06:34:40 solver.py:175 ] Epoch: [1/400][320/352] lr: 4.55e-06 | recon: 8.0351e-01 code: 1.1456e+00 total: 1.1456e+00 | time: 0.043
I 06.25/06:34:41 solver.py:175 ] Epoch: [1/400][340/352] lr: 4.83e-06 | recon: 7.9915e-01 code: 1.1429e+00 total: 1.1429e+00 | time: 0.043
I 06.25/06:34:41 solver.py:195 ] => Train  Recon loss: 7.9659e-01 | Code loss: 1.1410e+00 | Total: 1.1410e+00 | adapter/W1_norm=6.1636e+01 | adapter/W1_mean=-2.4042e-05 | adapter/W1_std=3.0096e-02 | adapter/W2_norm=7.7588e-01 | adapter/W2_mean=-1.6287e-06 | adapter/W2_std=3.7885e-04 | adapter/delta_ratio=1.7176e-01

I 06.25/06:34:42 solver.py:175 ] Epoch: [2/400][20/352] lr: 5.28e-06 | recon: 7.1708e-01 code: 1.0856e+00 total: 1.0856e+00 | time: 0.043
I 06.25/06:34:43 solver.py:175 ] Epoch: [2/400][40/352] lr: 5.57e-06 | recon: 7.1307e-01 code: 1.0799e+00 total: 1.0799e+00 | time: 0.043
I 06.25/06:34:44 solver.py:175 ] Epoch: [2/400][60/352] lr: 5.85e-06 | recon: 7.0956e-01 code: 1.0760e+00 total: 1.0760e+00 | time: 0.043
I 06.25/06:34:45 solver.py:175 ] Epoch: [2/400][80/352] lr: 6.14e-06 | recon: 7.0577e-01 code: 1.0726e+00 total: 1.0726e+00 | time: 0.044
I 06.25/06:34:46 solver.py:175 ] Epoch: [2/400][100/352] lr: 6.42e-06 | recon: 7.0181e-01 code: 1.0698e+00 total: 1.0698e+00 | time: 0.043
I 06.25/06:34:46 solver.py:175 ] Epoch: [2/400][120/352] lr: 6.70e-06 | recon: 6.9730e-01 code: 1.0648e+00 total: 1.0648e+00 | time: 0.042
I 06.25/06:34:47 solver.py:175 ] Epoch: [2/400][140/352] lr: 6.99e-06 | recon: 6.9305e-01 code: 1.0590e+00 total: 1.0590e+00 | time: 0.041
I 06.25/06:34:48 solver.py:175 ] Epoch: [2/400][160/352] lr: 7.27e-06 | recon: 6.8824e-01 code: 1.0517e+00 total: 1.0517e+00 | time: 0.041
I 06.25/06:34:49 solver.py:175 ] Epoch: [2/400][180/352] lr: 7.56e-06 | recon: 6.8375e-01 code: 1.0453e+00 total: 1.0453e+00 | time: 0.041
I 06.25/06:34:49 solver.py:175 ] Epoch: [2/400][200/352] lr: 7.84e-06 | recon: 6.7919e-01 code: 1.0388e+00 total: 1.0388e+00 | time: 0.041
I 06.25/06:34:50 solver.py:175 ] Epoch: [2/400][220/352] lr: 8.12e-06 | recon: 6.7419e-01 code: 1.0321e+00 total: 1.0321e+00 | time: 0.041
I 06.25/06:34:51 solver.py:175 ] Epoch: [2/400][240/352] lr: 8.41e-06 | recon: 6.6947e-01 code: 1.0254e+00 total: 1.0254e+00 | time: 0.041
I 06.25/06:34:52 solver.py:175 ] Epoch: [2/400][260/352] lr: 8.69e-06 | recon: 6.6463e-01 code: 1.0180e+00 total: 1.0180e+00 | time: 0.041
I 06.25/06:34:53 solver.py:175 ] Epoch: [2/400][280/352] lr: 8.98e-06 | recon: 6.5973e-01 code: 1.0107e+00 total: 1.0107e+00 | time: 0.041
I 06.25/06:34:53 solver.py:175 ] Epoch: [2/400][300/352] lr: 9.26e-06 | recon: 6.5467e-01 code: 1.0034e+00 total: 1.0034e+00 | time: 0.041
I 06.25/06:34:54 solver.py:175 ] Epoch: [2/400][320/352] lr: 9.55e-06 | recon: 6.4957e-01 code: 9.9576e-01 total: 9.9576e-01 | time: 0.040
I 06.25/06:34:55 solver.py:175 ] Epoch: [2/400][340/352] lr: 9.83e-06 | recon: 6.4439e-01 code: 9.8746e-01 total: 9.8746e-01 | time: 0.040
I 06.25/06:34:55 solver.py:195 ] => Train  Recon loss: 6.4116e-01 | Code loss: 9.8241e-01 | Total: 9.8241e-01 | adapter/W1_norm=6.2914e+01 | adapter/W1_mean=-5.8568e-05 | adapter/W1_std=3.0720e-02 | adapter/W2_norm=3.1015e+00 | adapter/W2_mean=-1.1478e-06 | adapter/W2_std=1.5144e-03 | adapter/delta_ratio=4.5286e-01

I 06.25/06:34:56 solver.py:175 ] Epoch: [3/400][20/352] lr: 1.03e-05 | recon: 5.4242e-01 code: 8.3720e-01 total: 8.3720e-01 | time: 0.044
I 06.25/06:34:57 solver.py:175 ] Epoch: [3/400][40/352] lr: 1.06e-05 | recon: 5.3746e-01 code: 8.2513e-01 total: 8.2513e-01 | time: 0.042
I 06.25/06:34:58 solver.py:175 ] Epoch: [3/400][60/352] lr: 1.09e-05 | recon: 5.3209e-01 code: 8.2043e-01 total: 8.2043e-01 | time: 0.043
I 06.25/06:34:59 solver.py:175 ] Epoch: [3/400][80/352] lr: 1.11e-05 | recon: 5.2503e-01 code: 8.0903e-01 total: 8.0903e-01 | time: 0.043
I 06.25/06:35:00 solver.py:175 ] Epoch: [3/400][100/352] lr: 1.14e-05 | recon: 5.1754e-01 code: 7.9773e-01 total: 7.9773e-01 | time: 0.044
I 06.25/06:35:02 solver.py:175 ] Epoch: [3/400][120/352] lr: 1.17e-05 | recon: 5.1114e-01 code: 7.8746e-01 total: 7.8746e-01 | time: 0.051
I 06.25/06:35:03 solver.py:175 ] Epoch: [3/400][140/352] lr: 1.20e-05 | recon: 5.0441e-01 code: 7.7755e-01 total: 7.7755e-01 | time: 0.055
I 06.25/06:35:06 solver.py:175 ] Epoch: [3/400][160/352] lr: 1.23e-05 | recon: 4.9842e-01 code: 7.6834e-01 total: 7.6834e-01 | time: 0.064
I 06.25/06:35:08 solver.py:175 ] Epoch: [3/400][180/352] lr: 1.26e-05 | recon: 4.9273e-01 code: 7.5984e-01 total: 7.5984e-01 | time: 0.072
I 06.25/06:35:10 solver.py:175 ] Epoch: [3/400][200/352] lr: 1.28e-05 | recon: 4.8631e-01 code: 7.5028e-01 total: 7.5028e-01 | time: 0.074
I 06.25/06:35:11 solver.py:175 ] Epoch: [3/400][220/352] lr: 1.31e-05 | recon: 4.7979e-01 code: 7.4092e-01 total: 7.4092e-01 | time: 0.072
I 06.25/06:35:13 solver.py:175 ] Epoch: [3/400][240/352] lr: 1.34e-05 | recon: 4.7331e-01 code: 7.3166e-01 total: 7.3166e-01 | time: 0.071
I 06.25/06:35:14 solver.py:175 ] Epoch: [3/400][260/352] lr: 1.37e-05 | recon: 4.6667e-01 code: 7.2259e-01 total: 7.2259e-01 | time: 0.069
I 06.25/06:35:15 solver.py:175 ] Epoch: [3/400][280/352] lr: 1.40e-05 | recon: 4.5999e-01 code: 7.1350e-01 total: 7.1350e-01 | time: 0.068
I 06.25/06:35:16 solver.py:175 ] Epoch: [3/400][300/352] lr: 1.43e-05 | recon: 4.5323e-01 code: 7.0437e-01 total: 7.0437e-01 | time: 0.066
I 06.25/06:35:16 solver.py:175 ] Epoch: [3/400][320/352] lr: 1.45e-05 | recon: 4.4661e-01 code: 6.9490e-01 total: 6.9490e-01 | time: 0.065
I 06.25/06:35:17 solver.py:175 ] Epoch: [3/400][340/352] lr: 1.48e-05 | recon: 4.4011e-01 code: 6.8605e-01 total: 6.8605e-01 | time: 0.064
I 06.25/06:35:18 solver.py:195 ] => Train  Recon loss: 4.3621e-01 | Code loss: 6.8066e-01 | Total: 6.8066e-01 | adapter/W1_norm=6.5322e+01 | adapter/W1_mean=-1.1164e-04 | adapter/W1_std=3.1895e-02 | adapter/W2_norm=6.2124e+00 | adapter/W2_mean=-8.7246e-07 | adapter/W2_std=3.0334e-03 | adapter/delta_ratio=8.0246e-01

I 06.25/06:35:19 solver.py:175 ] Epoch: [4/400][20/352] lr: 1.53e-05 | recon: 3.1507e-01 code: 5.0862e-01 total: 5.0862e-01 | time: 0.049
I 06.25/06:35:20 solver.py:175 ] Epoch: [4/400][40/352] lr: 1.56e-05 | recon: 3.0985e-01 code: 5.0095e-01 total: 5.0095e-01 | time: 0.048
I 06.25/06:35:21 solver.py:175 ] Epoch: [4/400][60/352] lr: 1.59e-05 | recon: 3.0397e-01 code: 4.9420e-01 total: 4.9420e-01 | time: 0.050
I 06.25/06:35:22 solver.py:175 ] Epoch: [4/400][80/352] lr: 1.61e-05 | recon: 2.9947e-01 code: 4.8825e-01 total: 4.8825e-01 | time: 0.050
I 06.25/06:35:23 solver.py:175 ] Epoch: [4/400][100/352] lr: 1.64e-05 | recon: 2.9373e-01 code: 4.7922e-01 total: 4.7922e-01 | time: 0.049
I 06.25/06:35:24 solver.py:175 ] Epoch: [4/400][120/352] lr: 1.67e-05 | recon: 2.8837e-01 code: 4.7166e-01 total: 4.7166e-01 | time: 0.050
I 06.25/06:35:25 solver.py:175 ] Epoch: [4/400][140/352] lr: 1.70e-05 | recon: 2.8303e-01 code: 4.6337e-01 total: 4.6337e-01 | time: 0.051
I 06.25/06:35:26 solver.py:175 ] Epoch: [4/400][160/352] lr: 1.73e-05 | recon: 2.7846e-01 code: 4.5679e-01 total: 4.5679e-01 | time: 0.050
I 06.25/06:35:27 solver.py:175 ] Epoch: [4/400][180/352] lr: 1.76e-05 | recon: 2.7429e-01 code: 4.5061e-01 total: 4.5061e-01 | time: 0.050
I 06.25/06:35:28 solver.py:175 ] Epoch: [4/400][200/352] lr: 1.78e-05 | recon: 2.7011e-01 code: 4.4400e-01 total: 4.4400e-01 | time: 0.050
I 06.25/06:35:29 solver.py:175 ] Epoch: [4/400][220/352] lr: 1.81e-05 | recon: 2.6575e-01 code: 4.3712e-01 total: 4.3712e-01 | time: 0.049
I 06.25/06:35:30 solver.py:175 ] Epoch: [4/400][240/352] lr: 1.84e-05 | recon: 2.6150e-01 code: 4.3050e-01 total: 4.3050e-01 | time: 0.049
I 06.25/06:35:31 solver.py:175 ] Epoch: [4/400][260/352] lr: 1.87e-05 | recon: 2.5720e-01 code: 4.2401e-01 total: 4.2401e-01 | time: 0.048
I 06.25/06:35:31 solver.py:175 ] Epoch: [4/400][280/352] lr: 1.90e-05 | recon: 2.5331e-01 code: 4.1799e-01 total: 4.1799e-01 | time: 0.048
I 06.25/06:35:32 solver.py:175 ] Epoch: [4/400][300/352] lr: 1.93e-05 | recon: 2.4940e-01 code: 4.1165e-01 total: 4.1165e-01 | time: 0.047
I 06.25/06:35:33 solver.py:175 ] Epoch: [4/400][320/352] lr: 1.95e-05 | recon: 2.4567e-01 code: 4.0583e-01 total: 4.0583e-01 | time: 0.047
I 06.25/06:35:34 solver.py:175 ] Epoch: [4/400][340/352] lr: 1.98e-05 | recon: 2.4173e-01 code: 3.9963e-01 total: 3.9963e-01 | time: 0.046
I 06.25/06:35:34 solver.py:195 ] => Train  Recon loss: 2.3972e-01 | Code loss: 3.9647e-01 | Total: 3.9647e-01 | adapter/W1_norm=6.8101e+01 | adapter/W1_mean=-1.6305e-04 | adapter/W1_std=3.3252e-02 | adapter/W2_norm=8.9419e+00 | adapter/W2_mean=-6.8237e-07 | adapter/W2_std=4.3661e-03 | adapter/delta_ratio=1.1036e+00

I 06.25/06:35:35 solver.py:175 ] Epoch: [5/400][20/352] lr: 2.03e-05 | recon: 1.7167e-01 code: 2.9137e-01 total: 2.9137e-01 | time: 0.043
I 06.25/06:35:36 solver.py:175 ] Epoch: [5/400][40/352] lr: 2.06e-05 | recon: 1.7052e-01 code: 2.8726e-01 total: 2.8726e-01 | time: 0.043
I 06.25/06:35:37 solver.py:175 ] Epoch: [5/400][60/352] lr: 2.09e-05 | recon: 1.6763e-01 code: 2.8345e-01 total: 2.8345e-01 | time: 0.043
I 06.25/06:35:38 solver.py:175 ] Epoch: [5/400][80/352] lr: 2.11e-05 | recon: 1.6528e-01 code: 2.7902e-01 total: 2.7902e-01 | time: 0.043
I 06.25/06:35:39 solver.py:175 ] Epoch: [5/400][100/352] lr: 2.14e-05 | recon: 1.6282e-01 code: 2.7445e-01 total: 2.7445e-01 | time: 0.042
I 06.25/06:35:39 solver.py:175 ] Epoch: [5/400][120/352] lr: 2.17e-05 | recon: 1.6189e-01 code: 2.7191e-01 total: 2.7191e-01 | time: 0.041
I 06.25/06:35:40 solver.py:175 ] Epoch: [5/400][140/352] lr: 2.20e-05 | recon: 1.6038e-01 code: 2.6867e-01 total: 2.6867e-01 | time: 0.041
I 06.25/06:35:41 solver.py:175 ] Epoch: [5/400][160/352] lr: 2.23e-05 | recon: 1.5828e-01 code: 2.6530e-01 total: 2.6530e-01 | time: 0.041
I 06.25/06:35:42 solver.py:175 ] Epoch: [5/400][180/352] lr: 2.26e-05 | recon: 1.5653e-01 code: 2.6219e-01 total: 2.6219e-01 | time: 0.041
I 06.25/06:35:43 solver.py:175 ] Epoch: [5/400][200/352] lr: 2.28e-05 | recon: 1.5472e-01 code: 2.5917e-01 total: 2.5917e-01 | time: 0.041
I 06.25/06:35:43 solver.py:175 ] Epoch: [5/400][220/352] lr: 2.31e-05 | recon: 1.5254e-01 code: 2.5569e-01 total: 2.5569e-01 | time: 0.041
